ï»¿Event Name,Event Date and Time,Event Type Name,Location,Start Date,Registration begins on,Registration ends on,Description,Employer Name,student_id
Panasonic Info Session for Interns,"10/05/2021, 12:00PM EDT - 1:30PM EDT",Employer Information Session,Virtual,"10/05/2021, 12:00PM EDT","07/20/2021, 6:15PM EDT","10/05/2021, 12:30PM EDT","Infomation session for undergraduate and graduate students to learn more about Panasonic.Â  Come and learn more about our company, culture and internship opportunities!Â  This event is open to SPS and select schools at Columbia University.",Panasonic,"['ef5822' 'ag1400' 'pv1762' 'kp6119' 'ac2336' 'kh4216' 'cs2939' 'ad4252'
 'lg9950' 'da9759' 'ng3472' 'cb9723' 'rj5787' 'ks9217' 'ft9400' 'nk8522'
 'ls7937' 'ab7734' 'rl4424' 'ck5767' 'pr8327' 'rf8504' 'am9625' 'po3021'
 'ee9788' 'ar5324' 'lm1698' 'fd6835' 'ec6124' 'dy6775' 'wg4422' 'lp2171'
 'jw7283' 'nd3756' 'sp9153' 'gp5430' 'bs4446' 'jq7226' 'jn4744' 'mm9845'
 'dg5235' 'jq7226' 'ma3002' 'fg8413' 'cb6823' 'hd5886' 'jm3528' 'am4999'
 'kp6971' 'pb3504' 'wv3801' 'ma3002' 'gp1161' 'aw2202' 'ks8354' 'lb9175'
 'al9719' 'jl6652' 'ub7676' 'ai8841' 'wp2801' 'cr2972' 'gy5113' 'al8121'
 'bh3005' 'gs2722' 'bh3503' 'he2771' 'ac9121' 'ae4257' 'eo4069' 'ia3827'
 'js1828' 'gp6391' 'hg8958' 'js2989' 'et8328' 'mc1399' 'ge1100' 'rl4424'
 'dd4202' 'iv2594' 'gb9669' 'ib3297' 'jp3970' 'tw3942' 'js6273' 'ak6805'
 'cb8371' 'me7386' 'rh8265' 'oh4362' 'tg3370' 'nl2180' 'ch9908' 'ms9839'
 'bb2437' 'iv2594' 'cb5346' 'cd5508' 'gb2395' 'lg8546' 'db2113' 'ft9400'
 'pb3504' 'ch9908' 'vd7931' 'cg8799' 'go2676' 'je2896' 'dh4497' 'vh7241'
 'te2737' 'lg1154' 'mt4757' 'yg5553' 'bb6137' 'xw1668' 'rm4797' 'fd6835'
 'ph2994' 'fd8837' 'lc9120' 'md5427' 'wp1130' 'cf3847' 'ga1442' 'cm5198'
 'dp1899' 'dy6775' 'rl4424' 'mp8235' 'je2896' 'rc5889' 'gb6225' 'fd7751'
 'jd7256' 'rf2250' 'aw2202' 'cc4393' 'rb5703' 'ms8283' 'cd3680' 'hk7656'
 'ks6400' 'wp2801' 'if3238' 'cg9010' 'av8603' 'dj5391']"
Industry Showcase: Finance,"09/30/2021, 12:00PM EDT - 1:30PM EDT",Industry Showcase,Virtual,"09/30/2021, 12:00PM EDT","07/14/2021, 12:00AM EDT","09/30/2021, 12:00PM EDT",An Industry Showcase is both an educational opportunity andÂ recruiting event; it consists of a panel and networking session featuring a number of employers from a particular industry. You will have the opportunity to learn more about:The specific industryEmployers in attendanceThe interview process and skill sets neededConnect with company representatives and alumni,Career Design Lab,"['df8875' 'mt4757' 'ds8894' 'ls2403' 'gm6772' 'hm4038' 'la3564' 'lh5798'
 'gb3398' 'cb1252' 'aw3988' 'jm3633' 'mp8235' 'cj7971' 'pd8482' 'dm3113'
 'pr6065' 'sw2577' 'yr2844' 'fd7751' 'hd5886' 'dd4523' 'ks4488' 'sh8103'
 'sr2627' 'jb7330' 'ng7082' 'si3825' 'mc3125' 'hk5571' 'wd9985' 'ue8997'
 'ts1054' 'em5618' 'cm4588' 'rh8074' 'mg5160' 'fb6421' 'am6110' 'xh9067'
 'ce9146' 'sc2579' 'ed8852' 'cm9937' 'ds9555' 'ed5144' 'es2810' 'db1643'
 'vr6922' 'cc8952' 'dr3155' 'or6597' 'eh8783' 'ak9658' 'kw1833' 'td3781'
 'el1970' 'vh6932' 'wm8243' 'nm3403' 'dm2920' 'gb9448' 'aw6820' 'cr7982'
 'cp2112' 'gb9669' 'js2989' 'ub7676' 'tw3942' 'iv6827' 'ss2421' 'nk8522'
 'aw4113' 'fd5383' 'nl6507' 'ga1870' 'as7328' 'cm6930' 'fg8413' 'gc5540'
 'cc7468' 'tp8436' 'yt2688' 'mm7421' 'bp1358' 'nb7661' 'mt8122' 'mt2524'
 'pd4505' 'ed8383']"
Bioethics Meet the Coach + Resume Workshop,"09/29/2021, 7:15PM EDT - 8:45PM EDT",Professional Development Workshop & Program,https://columbiauniversity.zoom.us/j/9863283114,"09/29/2021, 7:15PM EDT","09/21/2021, 8:00AM EDT","09/29/2021, 8:30PM EDT","MS BIOETHICS MEET THE COACH + RESUME WORKSHOP - SEPT. 29 AT 7:15PMJoin us next Wednesday evening for aÂ Virtual Resume Workshop and learn more about how to tailor your job search materials for Bioethics related careers. This is an opportunity to meet your Career Coach, Nicole Arndt, Associate Director at the Career Design Lab while learning about the resources available to you as you advance your careers in thisÂ field.We hope to see you there!Â ",Career Design Lab,"['af2937' 'mp8235' 'ms9839' 'eh8355' 'kg8637' 'pg9166' 'kv8594' 'jm5268'
 'et8328' 'kg8637' 'bw9085' 'kb5221' 'as5682' 'dy6775' 'ca3689' 'mg5160'
 'jm9051' 'gc5540' 'ph4904' 'gj8123' 'jn8938' 'ke8452' 'gw6389' 'ks2885'
 'ap1548' 'ls2169' 'hk7656' 'gp6391' 'gb4123' 'dm4941' 'ph6551' 'pe8184'
 'gm6959' 'hb8968' 'ps1086' 'eh4894' 'ag5106' 'kh6218' 'wk2855' 'ga7908'
 'sh8103' 'ee9788' 'sp2374' 'kf4345' 'kd9205' 'kn1273' 'pn1138' 'ar3571'
 'ec3940' 'tt3916' 'dy6775' 'gh6054' 'km8550' 'wg2330' 'ek2278' 'kn1273'
 'lp8018' 'pm5617' 'cm4588' 'oh4362' 'ae1847' 'bg7852' 'tp7672' 'mm7421'
 'am2714' 'sd2361' 'di3815' 'as6854' 'ae7182' 'dc1253' 'dk6521' 'gl1533'
 'yt2688' 'jd4296' 'sg7722' 'dd5033' 'dr3155' 'aw6820' 'tc1032' 'qf2235'
 'rf7418' 'fa6739' 'bh3005' 'ht1897' 'jd4296' 'cj6703' 'mr1044' 'ar3571'
 'jd2263' 'ld8762' 'iw5189' 'ko4589' 'rp9496' 'ts1054' 'rh8265' 'ew6449'
 'ks5694' 'ss2982' 'ed8852' 'tc1032' 'qt7012' 'yt2688' 'cj7971' 'ks2885'
 'ag6037' 'rl4424' 'am6110' 'bb6061' 'ag5106' 'kb8618' 'gb3877' 'rb5703'
 'rs4218' 'hf9126' 'js9832' 'dl7353' 'rp4416' 'jb4441' 'pj7325' 'sv6182'
 'am9625' 'bt4180' 'td6442' 'wv3801' 'kz5227' 'lk9334']"
Preparing for the Technical Interview with Amazon!,"09/29/2021, 3:00PM EDT - 4:00PM EDT",Professional Development Workshop & Program,Virtual,"09/29/2021, 3:00PM EDT","08/30/2021, 10:00AM EDT","09/29/2021, 3:15PM EDT","Technical interviews are extremely prevalent for tech and analytics positions. Learn how to navigate the technical interview in this professional development workshop.Â  We are welcoming two speakers from Amazon who will provide their experience with the technical interview as well as share some useful tips to best prepare.Speakers:Jake Barokas, Business Intelligence Engineer II, Team Lead, AmazonShuyi Wang, Data Scientist II, AmazonÂ Â Â ",Amazon,"['bi6212' 'ce9146' 'eb6907' 'jm9051' 'gs2722' 'dm4770' 'et8276' 'hb3161'
 'jk7773' 'pm5617' 'tp3038' 'ga1442' 'ld2540' 'rb4044' 'tc8127' 'lc8794'
 'mp8235' 'rb9189' 'tw3942' 'jm9051' 'rb5485' 'jd5455' 'co5241' 'ek2278'
 'lc3408' 'te9890' 'eb2184' 'ae7182' 'am2199' 'lh4154' 'rm1683' 'mt1791'
 'tg3809' 'rj5787' 'tg5136' 'ks5694' 'pw1751' 'vd8509' 'mc3566' 'rk3664'
 'ab2791' 'ah1459' 'ks5694' 'tg3809' 'al9719' 'sr5164' 'aw3988' 'ha7223'
 'bb6137' 'dv9880' 'et8328' 'kb1676' 'ar3571' 'mt4955' 'ph4904' 'rd6233'
 'mc5672' 'rb4786' 'jb2306' 'gb3398' 'sd6289' 'gf9718' 'cm3550' 'tw3942'
 'nl4174' 'aw6820' 'gd9560' 'cd3680' 'dm4941' 'bi6212' 'hr6325' 'ym4697'
 'sh6609' 'aq2975' 'kg1021' 'gw7339' 'kh4216' 'ga1870' 'bm1306' 'dg1539'
 'js1982' 'gb4123' 'jm4007' 'mb1024' 'kf4649' 'rb5061' 'dn9940' 'pm6312'
 'sk5746' 'cr9043' 'al8121' 'nw7519' 'mt4955' 'rh5818' 'cr7982' 'ts7624'
 'ad2419' 'ac5011' 'lt4524' 'ls2169' 'md5427' 'ab8028' 'el1328' 'lh1320'
 'js6273' 'ai8841' 'eb6907' 'kp6119' 'nb7661' 'tg8076' 'wt5528' 'lg8546'
 'mr1044' 'tg5136' 'pg3684' 'gb6225' 'aj7909' 'ah7718' 'cm7140' 'af4730'
 'kv8594' 'gr2632' 'pg3091' 'od3159' 'se4489' 'tk2172' 'js6273' 'am2199'
 'rb4786' 'ew2423' 'dc4254' 'mm7421' 'lk5655' 've8236' 'rb4786' 'ma7167'
 'jc2837' 'we1101' 'cl2862' 'is2604' 'db7191' 'br5516' 'ha7223' 'fm9802'
 'aq2975' 'jm3633']"
HBCU Fellowship - Alumni Panel,"09/29/2021, 10:00AM EDT - 11:30AM EDT",Industry Showcase,Virtual,"09/29/2021, 10:00AM EDT","09/10/2021, 10:45AM EDT","09/29/2021, 10:00AM EDT","***HBCU FELLOWS ONLY***Attend this session to learn about the accomplishments of HBCU Fellow alumni.Participating Alumni:Â  Megan Wilson l Nonprofit Management l LSU Law SchoolShaddae Findley l Enterprise Risk Management l Goldman Sachs, Business Controls AnalystsRomaine Knight l Applied Analytics l Facebook, Product ManagerBria Townsend l Sports Management l NBA, Associate, Player DevelopmentTimia Whitsey l Strategic Communication l The Walt Disney Company, Executive Research AssociateJavonty Hunter l Sports Management l Merrill Lynch, Financial Advisor Program Erin Daniels-Isaacs l Applied Analytics l Unity Technology; People AnalyticsÂ  ",,"['bm9901' 'om9270' 'as5510' 'wb7859' 'jm9051' 'lp2171' 'pr6065' 'ra8289'
 'bs8708' 'gl1533' 'lt4306' 'am2714' 'da8685' 'bb2437' 'sm4112' 'ts4396'
 'fd5383' 'ep1873' 'aw7552' 'ed1553' 'dl7353' 'ks9198' 'fd5383' 'kr5035'
 'rg9279' 'ct1087' 'cd7662' 'cs2939' 'iw5189' 'ab8233' 'mo4451' 'ed8383'
 'hb5603' 'af4730' 'yb1853' 'ma3296' 'dl7353' 'vh7241' 'rc5889' 'ed8852'
 'br1353' 'ad2419' 'rm4797' 'gk4966' 'dc7719' 'hb3161' 'eh4894' 'ch9908'
 'cw8464' 'sc2579' 'ah1459' 'sl7343' 'lc9120' 'dl4817' 'gb9448' 'tc7475'
 'dw8568' 'rk1735' 'hg8958' 'bp8921' 'mh8543' 'rb4786' 'lk5655' 'pg7683'
 'pp3044' 'tl5793' 'im9432' 'fb1456' 'sw2577' 'pv1762' 'hm4038' 'ah1459'
 'mt2524' 'lk8463' 'km1655' 'dn9940' 'lk6589' 'rj5787' 'fs8890' 'ga1870'
 'jl6652' 'ss2982' 'wp8855' 'ef5822' 'wj4740' 'md1350' 'am2714' 'kr5967'
 'ts7624' 'et8328' 'pg1451']"
The ALS Group Fall 2021 Opportunities and Interview Session!,"09/29/2021, 9:00AM EDT - 12:00PM EDT",InfoView,Virtual,"09/29/2021, 9:00AM EDT","08/25/2021, 8:45AM EDT","09/29/2021, 9:00AM EDT","The ALS Group's VP of Talent Management, Jessica Aviles, is going to discuss the overview of theÂ Firm as well as discuss opportunities for Fall 2021 into Spring 2022!Â Immediately following the event, Ms. Aviles will interview pre-selected candidates for following Fall and Spring opportunities:Insurance Coverage Specification â InternÂ Â -Â https://jobboard-sps-columbia.12twenty.com/job-postings/35006701227209Intern for Client Service Team- 2022Â -Â https://jobboard-sps-columbia.12twenty.com/job-postings/35006701227207Full-Time Job - Technical Assistant -Â Â https://jobboard-sps-columbia.12twenty.com/job-postings/35006701240146Please select which positionÂ you would like to interview for and submit a resume to the job postingÂ link listed above. Please submit a resume to the event registration as well.Â ",The ALS Group,"['wr1832' 'me1073' 'qf2235' 'gr3336' 'mo4451' 'pd8482' 'kf4649' 'cd3551'
 'rm1683' 'mr9226' 'pm6312' 'mo4451' 'cm3367' 'bf5294' 'md7856' 'bt7623'
 'ef2973' 'md9426' 'ep1873' 'vc7541' 'ew2423' 'dk4415' 'bt7623' 'es3247'
 'bs8708' 'fw2245' 'cl2862' 'iv2594' 'cw4494' 'lk6589' 'wd9985' 'sm1163'
 'gm6959' 'ep3653' 'mj2595' 'cd4161' 'dj5391' 'gy5113' 'ed9006' 'if4314'
 'jd5455' 'jb5076' 'pr8327' 'gb3877' 'cf2053' 'bp1358' 'ca8200' 'as5510'
 'da8685' 'la4794' 'bh9451' 'lk9334' 'ae4257' 'ed1553' 'st1768' 'yg5553'
 'gy5113' 'jr3390' 'pf2547' 'br1353' 'kg4100' 'ks9217' 'ab6895' 'ag4866'
 'is9134' 'dk4857' 'fg7839' 'bb1965' 'db2113' 'ro1106' 'jd2263' 'eo4069'
 'cc7380' 'ab9320' 'kk4380' 'ec6169' 'av8603' 'am4375' 'gg9705' 'ga1442'
 'vh7241' 'bd9676' 'hb3161' 'hk5571' 'ca2504' 'tr1422' 'ph6641' 'mv6768'
 'am4999' 'td3781' 'mt7579']"
NECR Students: Get Your Career Planning Started Now !,"09/28/2021, 4:00PM EDT - 5:00PM EDT",Professional Development Workshop & Program,https://columbiasps.zoom.us/my/cjgcareercounseling,"09/28/2021, 4:00PM EDT","08/30/2021, 12:00PM EDT","09/28/2021, 3:45PM EDT",NECR Students Workshop: Get Your Career Planning Started Now!Career Planning is about more than applying for jobsSPS Career Resources and how to use themYou'll be done before you know it: Steps you can take now to be ready to apply to jobsCommon Career PathsWhich Job is Your Dream Job? Review sample job descriptions - group exerciseWhat you need to do to prepare for that dream job,Career Design Lab,"['sb1247' 'vs2866' 'kz5227' 'sd6289' 'ae4257' 'eb2184' 'wp8855' 'as2261'
 'nk8522' 'ls2770' 'am9625' 'dc7719' 'wn1628' 'wr1832' 'ma5424' 'wb7859'
 'rm1683' 'ec3940' 'as8601' 'bh6361' 'xh9067' 'km8550' 'ac2336' 'ee4189'
 'gp6391' 'aa1593' 'cm4080' 'pw7347' 'td3127' 'as8601' 'cb9723' 'ro1106'
 'ma3002' 'kr5035' 'nt7416' 'ag8332' 'tp7672' 'eh8783' 'pg3684' 'hl1610'
 'ab8491' 'mg5160' 'ld2540' 'rs1079' 'rj4734' 'ks6400' 'bl1780' 'ss2421'
 'ed8383' 'cd3688' 'fb6421' 'mt8122' 'ac9121' 'lc3408' 'eb8926' 'rj5787'
 'gb8819' 'dj5391' 'da8685' 'cf3122' 'ma7167' 'be8840' 'nd9804' 'kg8637'
 'lm9039' 'mt3738' 'jd7256' 'vc7541' 'lf8323' 'gn6268' 'nm3403' 'tf5214'
 'ym4697' 'js9100' 'pg1451' 'rs8037' 'ga2856' 'tc1032' 'wb7859' 'mr1132'
 'sh8103' 'gb3398' 'ck5767' 'wd3720' 'dl4817' 'mo4451' 'gb6860' 'ht1897'
 'go2676' 'gr2632' 'hk7656' 'dj5391' 'at7424' 'pv1617' 'nk9060' 'sd6782'
 'jk7067' 'jb2306' 'if4314' 'ag1400' 'ks4901' 'jd1474' 'cb9723' 'ac1921'
 'mp8235' 'lk3272' 'mg5160' 'sv6182' 'mg6885' 'jw6434' 'cb8371' 'fb6421'
 'mn6859' 'rv6163' 'jf1541' 'by5205' 'kd9205' 'kb7087' 'bd9676' 'lf8323']"
How to Prepare for Interviewing,"09/28/2021, 12:00PM EDT - 1:00PM EDT",Professional Development Workshop & Program,Virtual,"09/28/2021, 12:00PM EDT","08/16/2021, 10:00AM EDT","09/28/2021, 12:00PM EDT","Interviews are often described as the way an employer assesses your qualifications, fit and interest in the position or opportunity you have agreed to discuss. It is the next step after you have either formally applied or expressed an interest in a job opening they are hiring for or an opportunity they are formalizing. You may have actively sought out the position, been approached by the organization or perhaps referred by a professional colleague or personal connection. Join this engaging webinar to improve your interviewing style and help land your next job.Â ",Career Design Lab,"['tg3370' 'jl6652' 'lc8728' 'dv2565' 'mh3189' 'ch8804' 'hb5245' 'ks6400'
 'dg5235' 'jm4007' 'eh8783' 'yr2844' 'gb3398' 'gc4626' 'am4375' 'mm9845'
 'ar5324' 'ph4904' 'mh2321' 'lp8582' 'dl4817' 'if4314' 'fb1456' 'aw6309'
 'kb1676' 'is9134' 'rk3664' 'hm8492' 'lt4306' 'ks4901' 'mt3738' 'mp8235'
 'se4489' 'bd9676' 'lm1004' 'jk7067' 'td7910' 'ga1870' 'sb1247' 'di3815'
 'tc8955']"
Making a Career Transition,"09/23/2021, 12:00PM EDT - 1:00PM EDT",Professional Development Workshop & Program,Virtual,"09/23/2021, 12:00PM EDT","08/16/2021, 12:00PM EDT","09/23/2021, 12:00PM EDT","According to the US Department of Labor statistics, the average person will change careers 5-7 times during their working life. This rate seems to accelerate as new industries are born and technologies continue to advance. This workshop is specially designed for students who are Managerial Professionals and are looking to transition or to advance their careers either in similar of vastly different fields. You willÂ learn major considerations that will help you best position you for your next career move.Â ",Career Design Lab,"['da9759' 'cc7468' 'ks4901' 'rt5748' 'pc9978' 'am3279' 'cl2862' 'jw7283'
 'jp9032' 'ad3150' 'sl7343' 'gc4626' 'fd8837' 'gm6493' 'gc3217' 'wm7209'
 'gl1743' 'db6981' 'is9134' 'jd7256' 'jl7308' 'gn6268' 'wb7859' 'pb3354'
 'cs2939' 'as5682' 'ub7676' 'ks6400' 'jd4296' 'kb8618' 'wr1832' 'tc1032'
 'ht2225' 'ak6805' 'we1101' 'eb2909' 'dw8568' 'kb9300' 'gs4361' 'sd5478'
 'pc9978' 'pb2765' 'am3279' 'wr1832' 'eb2184' 'fg8413' 'mc3566' 'bg7620'
 'ts1054' 'or6597' 'dg1539' 'pe8184' 'gl1743' 'rb5703' 'dd4202' 'ah4143'
 'rb8432' 'jn8938' 'eb6907' 'km7497' 'hu4048' 'ac4719' 'wk2855' 'ga1870'
 'bc4712' 'ad5003' 'rb5485' 'cs4092' 'eh8783' 'pd4505' 'ch5434' 'kh4216'
 'cs3440' 'og2535' 'ds7162' 'jk7773' 'mp1077' 'tk2172' 'cf3847' 'cs9514'
 'rp9496' 'jp3970' 'nw7519' 'kd4383' 'cp2112' 'ae7182' 'gl1533' 'hf4514'
 'gb9990' 'im5997' 'mh8543' 'rc6571' 'am3279' 'db3643' 'jk7067' 'mo4451'
 'ph6551' 'ec6169' 'zm8614' 'sr6318' 'ht2225' 'aa9285' 'cb5772' 'cf3847'
 'dm4770' 'sr6318' 'pg1451' 'dc7815' 'ls7937' 'hl1610' 'eb6907' 'yg2691'
 'lh1320' 'ft9400' 'bs7868' 'am8493' 'rt6370' 'mm2753' 'cc8952' 'rk3664'
 'dc5451' 'es5924' 'jp3970' 'el1970' 'nr5790' 'if4314' 'hl1610' 'jw9666'
 'rb8432' 'ed5144' 'mp1077' 'mr1611' 'ms8283' 'db1643' 'el1328' 'co5241'
 'ms1694' 'nd9804' 'hr1670' 'jn4744' 'bp8921' 'ls4961' 'fw2245' 'jb8379'
 'rt3656' 'ks6400' 'fm9802' 'kf8610']"
HCM Students Workshop: Get Your Career Planning Started Now !,"09/21/2021, 4:00PM EDT - 5:00PM EDT",Professional Development Workshop & Program,Virtual,"09/21/2021, 4:00PM EDT","08/30/2021, 12:00PM EDT","09/21/2021, 3:45PM EDT",Â HCM Students Workshop: Get Your Career Planning Started Now!Career Planning is about more than applying for jobsSPS Career Resources and how to use themYou'll be done before you know it: Steps you can take now to be ready to apply to jobsCommon Career PathsWhich Job is Your Dream Job? Review sample job descriptionsWhat you need to do to prepare for that dream job,Career Design Lab,"['nd8806' 'jd2263' 'eb2184' 'jf1541' 'rt6370' 'lp8582' 'lg4395' 'am9625'
 'ck3690' 'et8276' 'al1945' 'wm6121' 'sh8103' 'bb6137' 'es1727' 'af4730'
 'te2737' 'mk8948' 'bh3503' 'aw4977' 'ds9555' 'no8876' 'ls3242' 'gj8315'
 'pl1300' 'lp8582' 'sm4112' 'rp3484' 'ro1106' 'mg9306' 'og2535' 'mp8235'
 'je2896' 'cn8465' 'cd3680' 'aw3988' 'si3825' 'rc6571' 'ld9461' 'ha7223'
 'wm7209' 'jr3390' 'bl9576' 'td2838' 'cm3550' 'ac7306' 'km8550' 'ck5767'
 'mg6885' 'rd6233' 'gc9391' 'iv2594' 'cb5346' 'es2810' 'sn9209' 'sr2627'
 'jq7226' 'wp2801' 'bd4789' 'wt5528' 'td3781' 'mw9706' 'gs1094' 'lg4395'
 'cm9937' 'bo7390' 'jd5455' 'ad5095' 'jw9666' 'zm8614' 'ls3466' 'jm3528'
 'or6597' 'kg3382' 'jl7308' 'cb2689' 'mt7579' 'mk5978' 'zt7647' 'by5205'
 'cd5508' 'ww6116' 'gd9560' 'dc4254' 'md1702' 'kb7377' 'rt5639' 'ae1847'
 'hk5571' 'dg4930' 'af2937' 'md1350' 'eh4894' 'js9100' 'eg7248' 'hi2049'
 'js1982' 'td7910' 'rd6233' 'wd9985' 'pn1138' 'tg3809' 'wc5369' 'er8171'
 'te9890' 'ss1349' 'hh1952' 'rf7418' 'dv2565' 'dc7815' 'gs2722' 'et8328'
 'dt2731' 'lh1320' 'ad4252' 'gm6493' 'bg7852' 'dd5033' 'sp2374' 'ft9400'
 'ct7496' 'ld9538' 'js2989']"
Developing a Dynamic LinkedIn Profile,"09/21/2021, 11:00AM EDT - 12:00PM EDT",Professional Development Workshop & Program,Virtual,"09/21/2021, 11:00AM EDT","08/16/2021, 10:00AM EDT","09/21/2021, 11:00AM EDT","LinkedIn is the premier professional networking platform with over 675 million users today, and more than 260 monthly active users. 95% of Fortune 500 companies in 2018 used LinkedIn Talent Solutions for their recruitment needs.Getting noticed on this platform can make a difference in your job search. What does your LinkedIn profile look like? Does it need a refresh? Learn what is most important to include in your profile and what employers/recruiters are looking for when using LinkedIn. Join the Career Design Lab Career Coaches to learn how to enhance your presence!",Career Design Lab,"['sd6289' 'fs8890' 'lm1698' 'mv6768' 'ap3447' 'nr5790' 'hr6325' 'yg5553'
 'pb2765' 'bf5294' 'ng7082' 'if4314' 'ar7443' 'ac3288' 'as2261' 'mm9845'
 'sl4152' 'bd4421' 'ia1498' 'cd3680' 'jw1927' 'fd4197' 'cd2265' 'ah1459'
 'mo6654' 'av7899' 'vd7354' 'wp2801' 'rs8893' 'eo4069' 'cs5828' 'tf5214'
 'hc3237' 'sr2627' 'gg4115' 'cg8799' 'bs3141' 'gb4123' 'yw2349' 'pg7683'
 'sv6182' 'sr2627' 'mh8543' 'ks8354' 'js1982' 'se4489' 'kb3309' 'ia1498'
 'ed7882' 'tv4803' 'mc3566' 'lk8463']"
USCCA Certificate Ceremony,"09/20/2021, 12:00PM EDT - 1:00PM EDT",Professional Development Workshop & Program,"729 7th Avenue, 3rd Floor, Open Space","09/20/2021, 12:00PM EDT","09/13/2021, 12:30PM EDT","09/20/2021, 12:00PM EDT",Join us for the certificate ceremony of the USCCA Program! There will also be an opportunity to have your photo taken for your LinkedIn profile.,Career Design Lab,"['ld6139' 'ts4222' 'jd3659' 'td3127' 'ar5324' 'ht6224' 'kb8618' 'mg4811'
 'pv4933' 'ks4488' 'cf4687' 'ch5716' 'sp2374' 'ft9400' 'ra8289' 'mt3738'
 'kl8697' 'ag8332' 'lf4312' 'eb3200' 'ef3540' 'cb2689' 'te6644' 'jq7226'
 'cw8464' 'fs8890' 'mv6768' 'gp6391' 'jb2306' 'sm2208' 'pf2547' 'pg3091'
 'js2134' 'db7191' 'ab2791' 'gb6860' 'mm7421' 'cb7345' 'pc1990' 'sc2579'
 'dg1539' 'pv4933' 'cm7769' 'pv6010' 'cr2972' 'cd7662' 'pg9166' 'sl7343'
 'jl6652' 'bt4180' 'df8875' 'te6644' 'pw7347' 'gr2632' 'me7386' 'mg9306'
 'gm6493' 'ao4881' 'cm9937' 'vd8509' 'po3021' 'wp8855' 'mh2321' 'pb3504'
 'js6273' 'rs4218' 'al9719' 'lc4648' 'la4794' 'rb5485' 'mg7827' 'db2113'
 'rl4633' 'jb4441' 'ab8491' 'lk6589' 'ae4257' 'dg9792' 'vh7241' 'jb4441'
 'wc8347' 'gp5430' 'lf8323' 'wp2801' 'dv5870' 'hk5571' 'pr8327' 'fd7751'
 'jw7283' 'es2379' 'kb7087' 'tc1922' 'gb4123' 'ac9121' 'ha7223' 'pv1762'
 'km1655' 'mr1044' 'sb1247' 'is9134' 'kg1021' 'rf2250' 'pg2386' 'cr9043'
 'tm5521' 'mg7827' 'wg4422' 'ed8852' 'jd5455' 'sw2577' 'md7856' 'tb2712'
 'hk5571' 'qt7012' 'dj2409' 'mg7827' 'kp6119' 'lm7331' 'dk6521' 'lh1320'
 'rh8074' 'ew6449' 'gl1743' 'wb4981' 'lb9353' 'mm8449' 'hb3161' 'cr7982'
 'ca2504' 'jh4892' 'lc8728' 'bt4180' 'cs9514' 'eg7248' 'ag5106' 'ch5434'
 'pw7347' 'db6981' 'cb7345' 'ng7082' 'el5021' 'ml1155' 'lm7331' 'pd4505'
 'td2838' 'ng7082' 'mc3125' 'rl7970' 'ep1873' 'gc9192' 'as6112' 'hv6027'
 'lk9334' 'fr9097' 'ch5434' 'dg9792' 'kg1021' 'mp8235' 'as8601' 'al8121'
 'gb3398' 'eh8783' 'eh8355' 'hm8492' 'cf3847' 'mk8948' 'rf2250' 'hu4048'
 'aa9285']"
